model,transform,regularization,train_accuracy,val_accuracy,test_accuracy,train_precision,val_precision,test_precision,train_recall,val_recall,test_recall,train_f1,val_f1,test_f1,history
SVM,Polynomial Degree 2,0.01,0.6526479750778816,0.6739130434782609,0.6884057971014492,0.6078431372549019,0.6451612903225806,0.6612903225806451,0.9912790697674418,0.9876543209876543,0.9879518072289156,0.7535911602209945,0.7804878048780488,0.7922705314009661,
SVM,Polynomial Degree 2,0.1,0.8691588785046729,0.8768115942028986,0.8623188405797102,0.8757225433526011,0.9102564102564102,0.9,0.8808139534883721,0.8765432098765432,0.8674698795180723,0.8782608695652174,0.8930817610062893,0.8834355828220859,
SVM,Polynomial Degree 2,1.0,0.8862928348909658,0.855072463768116,0.8840579710144928,0.8753462603878116,0.9066666666666666,0.9036144578313253,0.9186046511627907,0.8395061728395061,0.9036144578313253,0.8964539007092198,0.8717948717948718,0.9036144578313253,
SVM,Polynomial Degree 2,10.0,0.9018691588785047,0.8985507246376812,0.8623188405797102,0.8935574229691877,0.935064935064935,0.872093023255814,0.9273255813953488,0.8888888888888888,0.9036144578313253,0.9101283880171184,0.9113924050632911,0.8875739644970414,
SVM,Polynomial Degree 2,100.0,0.9127725856697819,0.8913043478260869,0.8405797101449275,0.9090909090909091,0.9342105263157895,0.8765432098765432,0.9302325581395349,0.8765432098765432,0.8554216867469879,0.9195402298850575,0.9044585987261147,0.8658536585365854,
SVM,PCA,0.001,0.8255451713395638,0.8188405797101449,0.8260869565217391,0.8101604278074866,0.8333333333333334,0.8554216867469879,0.8808139534883721,0.8641975308641975,0.8554216867469879,0.8440111420612814,0.8484848484848485,0.8554216867469879,
SVM,PCA,0.01,0.8489096573208723,0.8405797101449275,0.8623188405797102,0.8328840970350404,0.8831168831168831,0.8809523809523809,0.8982558139534884,0.8395061728395061,0.891566265060241,0.8643356643356643,0.8607594936708861,0.8862275449101796,
SVM,PCA,0.1,0.8520249221183801,0.8478260869565217,0.855072463768116,0.8337801608579088,0.9054054054054054,0.8795180722891566,0.9040697674418605,0.8271604938271605,0.8795180722891566,0.8675034867503487,0.864516129032258,0.8795180722891566,
SVM,PCA,1.0,0.8644859813084113,0.8478260869565217,0.8623188405797102,0.8501362397820164,0.8947368421052632,0.8902439024390244,0.9069767441860465,0.8395061728395061,0.8795180722891566,0.8776371308016878,0.8662420382165605,0.8848484848484849,
SVM,PCA,10.0,0.8613707165109035,0.8478260869565217,0.8623188405797102,0.8474114441416893,0.8947368421052632,0.8902439024390244,0.9040697674418605,0.8395061728395061,0.8795180722891566,0.8748241912798875,0.8662420382165605,0.8848484848484849,
SVM,PCA,100.0,0.8613707165109035,0.8478260869565217,0.8623188405797102,0.8474114441416893,0.8947368421052632,0.8902439024390244,0.9040697674418605,0.8395061728395061,0.8795180722891566,0.8748241912798875,0.8662420382165605,0.8848484848484849,
SVM,RBF Kernel,0.001,0.5358255451713395,0.5869565217391305,0.6014492753623188,0.5358255451713395,0.5869565217391305,0.6014492753623188,1.0,1.0,1.0,0.6977687626774848,0.7397260273972602,0.751131221719457,
SVM,RBF Kernel,0.01,0.573208722741433,0.6231884057971014,0.6159420289855072,0.5566343042071198,0.6090225563909775,0.6102941176470589,1.0,1.0,1.0,0.7151767151767152,0.7570093457943925,0.7579908675799086,
SVM,RBF Kernel,0.1,0.8566978193146417,0.855072463768116,0.855072463768116,0.8368983957219251,0.8505747126436781,0.8539325842696629,0.9098837209302325,0.9135802469135802,0.9156626506024096,0.871866295264624,0.8809523809523809,0.8837209302325582,
SVM,RBF Kernel,1.0,0.897196261682243,0.8623188405797102,0.8623188405797102,0.888268156424581,0.8974358974358975,0.8809523809523809,0.9244186046511628,0.8641975308641975,0.891566265060241,0.905982905982906,0.8805031446540881,0.8862275449101796,
SVM,RBF Kernel,10.0,0.9501557632398754,0.855072463768116,0.855072463768116,0.9534883720930233,0.9066666666666666,0.9090909090909091,0.9534883720930233,0.8395061728395061,0.8433734939759037,0.9534883720930233,0.8717948717948718,0.875,
SVM,RBF Kernel,100.0,0.9922118380062306,0.8043478260869565,0.8333333333333334,0.991304347826087,0.8375,0.875,0.9941860465116279,0.8271604938271605,0.8433734939759037,0.9927431059506531,0.8322981366459627,0.8588957055214724,
Neural Network,NN_16,0.0,0.8909657597541809,0.8768116235733032,0.8695651888847351,0.8870056497175142,0.9,0.9012345679012346,0.9127906976744186,0.8888888888888888,0.8795180722891566,0.8997134670487106,0.8944099378881988,0.8902439024390244,"{'accuracy': [0.6604361534118652, 0.7149532437324524, 0.7429906725883484, 0.767912745475769, 0.7881619930267334, 0.8021807074546814, 0.8084112405776978, 0.8130841255187988, 0.8193146586418152, 0.8255451917648315, 0.8302180767059326, 0.8333333134651184, 0.8380062580108643, 0.8395638465881348, 0.8426791429519653, 0.8457943797111511, 0.8426791429519653, 0.8426791429519653, 0.8426791429519653, 0.8426791429519653, 0.8426791429519653, 0.8442367315292358, 0.8473520278930664, 0.8504672646522522, 0.8504672646522522, 0.8504672646522522, 0.8520249128341675, 0.8520249128341675, 0.8520249128341675, 0.8520249128341675, 0.8535825610160828, 0.855140209197998, 0.8566977977752686, 0.8582554459571838, 0.8598130941390991, 0.8613707423210144, 0.8660436272621155, 0.8644859790802002, 0.8644859790802002, 0.8644859790802002, 0.8644859790802002, 0.8676012754440308, 0.8660436272621155, 0.8660436272621155, 0.8660436272621155, 0.8676012754440308, 0.8676012754440308, 0.8676012754440308, 0.8691588640213013, 0.8707165122032166, 0.8707165122032166, 0.8707165122032166, 0.8707165122032166, 0.8722741603851318, 0.8722741603851318, 0.8753893971443176, 0.8753893971443176, 0.8753893971443176, 0.8753893971443176, 0.8753893971443176, 0.8753893971443176, 0.8753893971443176, 0.8753893971443176, 0.8753893971443176, 0.8769470453262329, 0.8785046935081482, 0.8800622820854187, 0.881619930267334, 0.8831775784492493, 0.8831775784492493, 0.881619930267334, 0.881619930267334, 0.881619930267334, 0.881619930267334, 0.881619930267334, 0.8831775784492493, 0.8831775784492493, 0.8847352266311646, 0.8847352266311646, 0.8847352266311646, 0.8847352266311646, 0.8862928152084351, 0.8878504633903503, 0.8878504633903503, 0.8878504633903503, 0.8878504633903503, 0.8878504633903503, 0.8878504633903503, 0.8878504633903503, 0.8878504633903503, 0.8878504633903503, 0.8894081115722656, 0.8894081115722656, 0.8894081115722656, 0.8894081115722656, 0.8909657597541809, 0.8909657597541809, 0.8909657597541809, 0.8909657597541809, 0.8909657597541809], 'loss': [0.6401569843292236, 0.5895853042602539, 0.5534439086914062, 0.5242316722869873, 0.5000247955322266, 0.47933003306388855, 0.46144381165504456, 0.4461086690425873, 0.43293482065200806, 0.42133596539497375, 0.4113190472126007, 0.40267977118492126, 0.39520856738090515, 0.38852497935295105, 0.3825686573982239, 0.37734001874923706, 0.3726509213447571, 0.3684515058994293, 0.36460068821907043, 0.3610168397426605, 0.3578236699104309, 0.3549268841743469, 0.35225600004196167, 0.34969374537467957, 0.34723809361457825, 0.3449767529964447, 0.3428320288658142, 0.34079983830451965, 0.3388602137565613, 0.33703291416168213, 0.33533528447151184, 0.33362576365470886, 0.3320712149143219, 0.33055901527404785, 0.32906994223594666, 0.32765626907348633, 0.32620444893836975, 0.32480788230895996, 0.3234471380710602, 0.32213494181632996, 0.3208390772342682, 0.3195560872554779, 0.31831446290016174, 0.3171232342720032, 0.3159361481666565, 0.31474363803863525, 0.3136301636695862, 0.31244271993637085, 0.31137484312057495, 0.31023237109184265, 0.3091610074043274, 0.30810680985450745, 0.30707821249961853, 0.3060667812824249, 0.30511772632598877, 0.3041650056838989, 0.3031904399394989, 0.3022804856300354, 0.301329106092453, 0.30041196942329407, 0.2995738685131073, 0.2986912727355957, 0.2979311943054199, 0.29705730080604553, 0.2962559163570404, 0.29545462131500244, 0.2947272062301636, 0.2940037250518799, 0.29327112436294556, 0.2926192879676819, 0.2918994724750519, 0.29125961661338806, 0.29058805108070374, 0.2899538278579712, 0.2892940044403076, 0.28869396448135376, 0.2881031334400177, 0.2874453663825989, 0.2869133949279785, 0.28631043434143066, 0.2857986092567444, 0.2851601541042328, 0.28465333580970764, 0.2840302884578705, 0.283438503742218, 0.2828829884529114, 0.2823213040828705, 0.2817508280277252, 0.28117436170578003, 0.28071117401123047, 0.28018924593925476, 0.27967050671577454, 0.2791892886161804, 0.2787120044231415, 0.2782095670700073, 0.27768564224243164, 0.27714085578918457, 0.2766423225402832, 0.2761091887950897, 0.2756640613079071], 'val_accuracy': [0.7318840622901917, 0.760869562625885, 0.7898550629615784, 0.804347813129425, 0.8115941882133484, 0.804347813129425, 0.7971014380455017, 0.7971014380455017, 0.7898550629615784, 0.804347813129425, 0.8188405632972717, 0.8333333134651184, 0.8333333134651184, 0.8333333134651184, 0.8333333134651184, 0.8333333134651184, 0.8405796885490417, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8405796885490417, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8550724387168884, 0.8550724387168884, 0.8550724387168884, 0.8550724387168884, 0.8550724387168884, 0.8550724387168884, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8478260636329651, 0.8550724387168884, 0.8550724387168884, 0.8550724387168884, 0.8550724387168884, 0.8550724387168884, 0.8478260636329651, 0.8478260636329651, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8623188138008118, 0.8695651888847351, 0.8695651888847351, 0.8695651888847351, 0.8695651888847351, 0.8695651888847351, 0.8695651888847351, 0.8695651888847351, 0.8768116235733032, 0.8695651888847351, 0.8768116235733032, 0.8768116235733032, 0.8768116235733032, 0.8768116235733032, 0.8768116235733032, 0.8768116235733032], 'val_loss': [0.6051456332206726, 0.5587418079376221, 0.5231092572212219, 0.49440687894821167, 0.4714265763759613, 0.4525793194770813, 0.43682923913002014, 0.42356547713279724, 0.4124731123447418, 0.40318766236305237, 0.39595869183540344, 0.3906364142894745, 0.3859715163707733, 0.3815557062625885, 0.37822383642196655, 0.3752446472644806, 0.3725089430809021, 0.37010908126831055, 0.3677412271499634, 0.3661634027957916, 0.3646898567676544, 0.36333873867988586, 0.3618764579296112, 0.3603675067424774, 0.3588631749153137, 0.3576565682888031, 0.35661640763282776, 0.3554425835609436, 0.3542996942996979, 0.35331717133522034, 0.3522852659225464, 0.35140594840049744, 0.35020771622657776, 0.34905165433883667, 0.3482595980167389, 0.34718769788742065, 0.34620019793510437, 0.3454832136631012, 0.3446057438850403, 0.3437655568122864, 0.3428455591201782, 0.342096745967865, 0.34148722887039185, 0.34068796038627625, 0.3398142457008362, 0.33904269337654114, 0.33802470564842224, 0.33746328949928284, 0.33649155497550964, 0.33569613099098206, 0.33498796820640564, 0.3341139256954193, 0.33340591192245483, 0.3329063355922699, 0.3321041762828827, 0.33132416009902954, 0.3308042287826538, 0.33023548126220703, 0.3297330439090729, 0.3291601836681366, 0.32869717478752136, 0.3283880949020386, 0.3276848793029785, 0.3271622359752655, 0.3263472318649292, 0.3257535696029663, 0.32547488808631897, 0.32486364245414734, 0.3245205581188202, 0.3239785134792328, 0.3236630856990814, 0.3233962059020996, 0.32302772998809814, 0.32271307706832886, 0.32238292694091797, 0.322207510471344, 0.3217970132827759, 0.32159775495529175, 0.32124951481819153, 0.32120853662490845, 0.3206750154495239, 0.3203364312648773, 0.3198407292366028, 0.3195722699165344, 0.3193162977695465, 0.3189334571361542, 0.31838974356651306, 0.31807100772857666, 0.3179659843444824, 0.3175875246524811, 0.3170955181121826, 0.31683042645454407, 0.3165287375450134, 0.3164603114128113, 0.3159593641757965, 0.31555166840553284, 0.31541329622268677, 0.3154693841934204, 0.3152904510498047, 0.31495699286460876]}"
